candidate_id,name,skills,experience_years,education
365,Candidate_365,"HTML, React, Microservices, Spring Boot",12,PhD
366,Candidate_366,"Spring Boot, C++, Kubernetes, Deep Learning, ETL, PowerBI",6,Bachelor
367,Candidate_367,"HTML, C++, Microservices, Excel",12,Master
368,Candidate_368,"NLP, JavaScript, DevOps, SQL, Spring Boot",5,Master
369,Candidate_369,"Spring Boot, NLP, TensorFlow",5,Master
370,Candidate_370,"C++, AWS, Data Analysis, TensorFlow",8,Bachelor
371,Candidate_371,"CSS, Excel, JavaScript, HTML, Docker",5,Master
372,Candidate_372,"Excel, CSS, Spring Boot, Java",8,Master
373,Candidate_373,"JavaScript, Node.js, DevOps, PyTorch",2,Bachelor
374,Candidate_374,"Kubernetes, Data Analysis, SQL, Deep Learning, React, DevOps",9,Master
375,Candidate_375,"Node.js, Machine Learning, CSS, DevOps, PyTorch, TensorFlow",10,Master
376,Candidate_376,"Excel, Python, Java, Machine Learning, Microservices",4,Bachelor
377,Candidate_377,"Data Analysis, Java, Python",6,PhD
378,Candidate_378,"HTML, PyTorch, TensorFlow, AWS",4,Bachelor
379,Candidate_379,"Data Analysis, JavaScript, Kubernetes, Java, C++",10,PhD
380,Candidate_380,"DevOps, PyTorch, AWS, PowerBI, React",6,Master
381,Candidate_381,"HTML, Node.js, Data Analysis",12,PhD
382,Candidate_382,"Node.js, Microservices, React, ETL, TensorFlow",2,PhD
383,Candidate_383,"Java, Excel, Spring Boot, PowerBI, Node.js",2,PhD
384,Candidate_384,"Java, Kubernetes, PyTorch, JavaScript, Microservices",4,PhD
385,Candidate_385,"Kubernetes, ETL, C++, Spring Boot, JavaScript",7,Master
386,Candidate_386,"C++, Deep Learning, JavaScript",9,PhD
387,Candidate_387,"SQL, HTML, Spring Boot, PyTorch, Python",3,PhD
388,Candidate_388,"CSS, PyTorch, Java, React, AWS",2,Master
389,Candidate_389,"NLP, JavaScript, Microservices",8,Master
390,Candidate_390,"Kubernetes, PyTorch, Docker, CI/CD",10,Master
391,Candidate_391,"Java, Machine Learning, JavaScript, TensorFlow, React",12,Master
392,Candidate_392,"Deep Learning, Kubernetes, CI/CD, TensorFlow",6,Master
393,Candidate_393,"SQL, Python, PyTorch, Data Analysis",8,PhD
394,Candidate_394,"Deep Learning, SQL, PyTorch, Java",8,Bachelor
395,Candidate_395,"Kubernetes, JavaScript, Node.js, Docker",3,Bachelor
396,Candidate_396,"DevOps, Data Analysis, Kubernetes, SQL, JavaScript, HTML",3,Bachelor
397,Candidate_397,"Machine Learning, TensorFlow, PyTorch, HTML",3,PhD
398,Candidate_398,"C++, AWS, TensorFlow, ETL, CSS, PyTorch",11,Master
399,Candidate_399,"Excel, TensorFlow, React, Node.js",11,Bachelor
400,Candidate_400,"JavaScript, Deep Learning, Kubernetes",8,PhD
401,Candidate_401,"Python, CSS, TensorFlow",4,Bachelor
402,Candidate_402,"Machine Learning, CI/CD, Microservices, React",11,Master
403,Candidate_403,"Python, Microservices, Machine Learning, Deep Learning, Data Analysis, Spring Boot",12,PhD
404,Candidate_404,"Kubernetes, HTML, Java, PyTorch",3,Bachelor
405,Candidate_405,"JavaScript, Node.js, Data Analysis, Kubernetes, Spring Boot",4,Bachelor
406,Candidate_406,"DevOps, HTML, React, JavaScript, Microservices, Deep Learning",6,Bachelor
407,Candidate_407,"DevOps, HTML, Machine Learning, Excel, Spring Boot",6,Master
408,Candidate_408,"Java, HTML, Python, Excel",11,PhD
409,Candidate_409,"Kubernetes, NLP, SQL, AWS, Deep Learning",4,Master
410,Candidate_410,"HTML, JavaScript, C++, Machine Learning, Java, Excel",12,Bachelor
411,Candidate_411,"Kubernetes, NLP, DevOps, PyTorch",5,Bachelor
412,Candidate_412,"C++, DevOps, Excel",6,PhD
413,Candidate_413,"JavaScript, AWS, C++, CSS, Kubernetes, React",10,Bachelor
414,Candidate_414,"C++, Java, Deep Learning",1,Bachelor
415,Candidate_415,"JavaScript, Docker, PyTorch",11,Bachelor
416,Candidate_416,"Python, Node.js, ETL, React, NLP, JavaScript",3,Master
417,Candidate_417,"Spring Boot, PowerBI, DevOps",6,Bachelor
418,Candidate_418,"C++, AWS, Kubernetes, Python, DevOps, JavaScript",1,Bachelor
419,Candidate_419,"TensorFlow, Excel, JavaScript",5,Master
420,Candidate_420,"PyTorch, AWS, ETL",10,PhD
421,Candidate_421,"TensorFlow, CI/CD, HTML, ETL",6,Bachelor
422,Candidate_422,"HTML, C++, NLP, TensorFlow, JavaScript, Java",1,PhD
423,Candidate_423,"NLP, Excel, SQL",2,PhD
424,Candidate_424,"CI/CD, PyTorch, React, JavaScript, PowerBI, HTML",7,PhD
425,Candidate_425,"Deep Learning, TensorFlow, Spring Boot, React",11,PhD
426,Candidate_426,"DevOps, SQL, AWS, Excel, PyTorch",11,Master
427,Candidate_427,"Java, PowerBI, Machine Learning, PyTorch, DevOps",10,PhD
428,Candidate_428,"SQL, AWS, Data Analysis, PyTorch, PowerBI",12,PhD
429,Candidate_429,"HTML, TensorFlow, ETL, DevOps",10,Master
430,Candidate_430,"React, DevOps, PowerBI, CSS, Docker, HTML",5,Bachelor
431,Candidate_431,"HTML, Excel, Docker",1,Bachelor
432,Candidate_432,"PyTorch, DevOps, Node.js",3,Master
433,Candidate_433,"CI/CD, PowerBI, Node.js, TensorFlow, Deep Learning",5,PhD
434,Candidate_434,"AWS, C++, Spring Boot, HTML, Machine Learning, SQL",5,Bachelor
435,Candidate_435,"NLP, Docker, Excel, SQL",8,Bachelor
436,Candidate_436,"Node.js, PowerBI, Microservices, Docker, JavaScript",10,PhD
437,Candidate_437,"CI/CD, CSS, JavaScript, SQL, Excel, Spring Boot",4,Bachelor
438,Candidate_438,"Docker, DevOps, Microservices, Data Analysis, Python, Java",12,Master
439,Candidate_439,"Node.js, C++, CI/CD, HTML",6,Bachelor
440,Candidate_440,"Deep Learning, JavaScript, Data Analysis, Excel",1,Master
441,Candidate_441,"CI/CD, TensorFlow, Machine Learning, C++, Node.js, Java",5,Bachelor
442,Candidate_442,"Data Analysis, TensorFlow, DevOps, Node.js",4,PhD
443,Candidate_443,"React, ETL, Spring Boot, CI/CD",6,Bachelor
444,Candidate_444,"Node.js, AWS, Java, Spring Boot",5,Master
445,Candidate_445,"AWS, React, SQL, Java, Microservices",4,Bachelor
446,Candidate_446,"Java, Data Analysis, SQL, CSS",1,Master
447,Candidate_447,"Docker, C++, Data Analysis, CI/CD, Microservices",1,Bachelor
448,Candidate_448,"Node.js, Docker, Java, CI/CD",4,Bachelor
449,Candidate_449,"React, Java, CI/CD, AWS",2,Bachelor
450,Candidate_450,"Node.js, Python, Spring Boot, SQL, PowerBI",8,Master
451,Candidate_451,"CI/CD, TensorFlow, ETL, Kubernetes",10,PhD
452,Candidate_452,"Java, Node.js, JavaScript",12,PhD
453,Candidate_453,"ETL, Kubernetes, AWS, HTML, SQL",8,Bachelor
454,Candidate_454,"Docker, Python, React, PyTorch, Machine Learning",7,PhD
455,Candidate_455,"Excel, CI/CD, PowerBI, TensorFlow, ETL",9,Master
456,Candidate_456,"TensorFlow, Deep Learning, Data Analysis, Machine Learning, CI/CD",9,Master
457,Candidate_457,"AWS, CI/CD, Deep Learning",12,Master
458,Candidate_458,"Node.js, CI/CD, Excel, HTML, Deep Learning",2,Bachelor
459,Candidate_459,"JavaScript, Kubernetes, HTML, Docker, SQL",7,Bachelor
460,Candidate_460,"Node.js, JavaScript, Machine Learning, Python",2,Bachelor
461,Candidate_461,"Java, AWS, Docker",5,Master
462,Candidate_462,"Java, C++, CSS, Python, SQL",4,PhD
463,Candidate_463,"Kubernetes, SQL, Docker",1,Bachelor
464,Candidate_464,"HTML, Java, Deep Learning, C++",8,Master
465,Candidate_465,"React, HTML, Docker, ETL",6,Bachelor
466,Candidate_466,"Python, Kubernetes, DevOps, CSS",11,PhD
467,Candidate_467,"ETL, Java, SQL",6,Master
468,Candidate_468,"Docker, Kubernetes, Data Analysis, Python, CSS",11,Master
469,Candidate_469,"AWS, Python, Deep Learning, Excel",2,PhD
470,Candidate_470,"Kubernetes, React, CSS, AWS, Spring Boot, PyTorch",8,Master
471,Candidate_471,"Excel, PowerBI, HTML, ETL, AWS, Docker",8,Master
472,Candidate_472,"AWS, HTML, Spring Boot",6,Master
473,Candidate_473,"CSS, Python, Data Analysis, CI/CD, SQL, Deep Learning",4,Master
474,Candidate_474,"PyTorch, React, Microservices, Node.js, Docker",7,Master
475,Candidate_475,"DevOps, Excel, React",4,Master
476,Candidate_476,"Deep Learning, SQL, Machine Learning, Excel, Data Analysis",10,PhD
477,Candidate_477,"PyTorch, Python, Docker, React, AWS",5,Bachelor
478,Candidate_478,"TensorFlow, Python, SQL, React",8,Master
479,Candidate_479,"React, Excel, Docker",12,Bachelor
480,Candidate_480,"JavaScript, Node.js, Microservices, AWS",9,Bachelor
481,Candidate_481,"Python, JavaScript, Node.js, Microservices, Machine Learning, Data Analysis",2,Master
482,Candidate_482,"CI/CD, Docker, DevOps, AWS, PowerBI, Excel",4,Bachelor
483,Candidate_483,"ETL, HTML, PyTorch, CSS, Node.js, JavaScript",4,PhD
484,Candidate_484,"React, JavaScript, PowerBI",10,PhD
485,Candidate_485,"Data Analysis, C++, Python, React, Excel, PowerBI",2,Bachelor
486,Candidate_486,"JavaScript, HTML, Spring Boot",10,Bachelor
487,Candidate_487,"React, Python, AWS, ETL, DevOps, PyTorch",7,Bachelor
488,Candidate_488,"CSS, Microservices, Node.js",10,Bachelor
489,Candidate_489,"PyTorch, Python, DevOps, PowerBI",6,Bachelor
490,Candidate_490,"React, Node.js, CSS",7,PhD
491,Candidate_491,"Data Analysis, TensorFlow, React, JavaScript",5,Master
492,Candidate_492,"Machine Learning, C++, ETL",4,Master
493,Candidate_493,"AWS, HTML, Kubernetes, Spring Boot, CSS",9,Bachelor
494,Candidate_494,"React, Node.js, Data Analysis",10,Bachelor
495,Candidate_495,"DevOps, SQL, Deep Learning, C++",7,Master
496,Candidate_496,"NLP, DevOps, Deep Learning, Docker, Excel, AWS",1,PhD
497,Candidate_497,"AWS, JavaScript, PowerBI",4,PhD
498,Candidate_498,"JavaScript, DevOps, Java",11,Bachelor
499,Candidate_499,"C++, CSS, Python, HTML, Data Analysis, AWS",3,Master
500,Candidate_500,"NLP, Node.js, AWS, PowerBI",6,PhD
501,Candidate_501,"AWS, PyTorch, Spring Boot, PowerBI, ETL, Excel",2,PhD
502,Candidate_502,"HTML, PyTorch, Kubernetes, React, Java",5,Master
503,Candidate_503,"PyTorch, PowerBI, CI/CD",10,Master
504,Candidate_504,"PowerBI, AWS, Machine Learning, Docker, Node.js",8,Master
505,Candidate_505,"Kubernetes, Docker, Spring Boot, JavaScript, React, Java",11,Master
506,Candidate_506,"C++, React, Spring Boot, CI/CD, PowerBI",9,Master
507,Candidate_507,"Machine Learning, Java, Docker, AWS, NLP",7,Master
508,Candidate_508,"Node.js, Excel, SQL, Java",11,Master
509,Candidate_509,"Data Analysis, Node.js, Machine Learning, TensorFlow, Docker",1,Bachelor
510,Candidate_510,"TensorFlow, Python, CSS, HTML, AWS",2,Master
511,Candidate_511,"React, HTML, CI/CD, Python",12,PhD
512,Candidate_512,"C++, CSS, SQL, AWS, JavaScript",12,Master
513,Candidate_513,"Node.js, C++, JavaScript, PyTorch, PowerBI",1,PhD
514,Candidate_514,"Excel, PyTorch, NLP, Microservices, JavaScript",12,Bachelor
515,Candidate_515,"PyTorch, HTML, C++, React, CI/CD",11,Master
516,Candidate_516,"Microservices, Python, PyTorch, Excel, CSS",10,PhD
517,Candidate_517,"AWS, Node.js, NLP, SQL, Deep Learning, DevOps",11,Bachelor
518,Candidate_518,"AWS, React, SQL, C++, Python, HTML",12,PhD
519,Candidate_519,"Docker, Node.js, Excel, PowerBI, C++",4,Bachelor
520,Candidate_520,"React, Excel, CI/CD, Data Analysis, AWS, Deep Learning",9,Bachelor
521,Candidate_521,"Node.js, Java, React, Microservices, JavaScript, Deep Learning",4,Bachelor
522,Candidate_522,"ETL, PowerBI, Kubernetes, Microservices, CSS, TensorFlow",1,Master
523,Candidate_523,"NLP, Docker, CI/CD, Machine Learning",6,Bachelor
524,Candidate_524,"Kubernetes, Data Analysis, Python, TensorFlow, Microservices",10,Master
525,Candidate_525,"Machine Learning, AWS, Deep Learning, Data Analysis, CI/CD, Excel",1,PhD
526,Candidate_526,"C++, JavaScript, NLP",1,PhD
527,Candidate_527,"React, Machine Learning, DevOps, CI/CD, PowerBI, Data Analysis",4,Bachelor
528,Candidate_528,"Node.js, Excel, Data Analysis, Spring Boot, AWS",2,PhD
529,Candidate_529,"ETL, Deep Learning, Node.js, JavaScript",9,PhD
530,Candidate_530,"Microservices, PyTorch, Docker, Kubernetes",9,PhD
531,Candidate_531,"CI/CD, Data Analysis, Deep Learning",7,Bachelor
532,Candidate_532,"HTML, Kubernetes, Machine Learning",5,Bachelor
533,Candidate_533,"JavaScript, Machine Learning, Data Analysis, Deep Learning",6,Master
534,Candidate_534,"Data Analysis, ETL, Docker, React",8,PhD
535,Candidate_535,"Python, DevOps, Deep Learning, NLP, Spring Boot, Excel",7,Master
536,Candidate_536,"Microservices, C++, CI/CD, Deep Learning, Java, AWS",7,Master
537,Candidate_537,"SQL, Deep Learning, Spring Boot",2,PhD
538,Candidate_538,"AWS, Deep Learning, Microservices, DevOps, Spring Boot",9,Bachelor
539,Candidate_539,"Kubernetes, Docker, Data Analysis, Microservices",5,Master
540,Candidate_540,"DevOps, NLP, Data Analysis, Excel, PowerBI",3,Bachelor
541,Candidate_541,"Microservices, PyTorch, JavaScript, Excel, PowerBI",6,PhD
542,Candidate_542,"PowerBI, AWS, ETL, Java, Microservices",3,Master
543,Candidate_543,"React, PowerBI, Excel, HTML, Deep Learning, Kubernetes",3,PhD
544,Candidate_544,"CI/CD, Machine Learning, Python, Docker, HTML, TensorFlow",10,Master
545,Candidate_545,"HTML, Deep Learning, Data Analysis, React, DevOps, Python",10,Bachelor
546,Candidate_546,"Java, Excel, CSS, Microservices, Data Analysis, HTML",3,PhD
547,Candidate_547,"AWS, Data Analysis, Java, HTML, TensorFlow",2,Master
548,Candidate_548,"Excel, Machine Learning, PowerBI, Node.js, DevOps",3,PhD
549,Candidate_549,"Excel, NLP, Node.js",2,PhD
550,Candidate_550,"NLP, Node.js, ETL",5,Master
551,Candidate_551,"CSS, Java, Data Analysis, SQL",3,PhD
552,Candidate_552,"PowerBI, Java, Data Analysis",3,Bachelor
553,Candidate_553,"Deep Learning, Data Analysis, SQL, React, DevOps",4,Master
554,Candidate_554,"NLP, AWS, CSS, JavaScript, React",6,PhD
555,Candidate_555,"Machine Learning, HTML, Python, PyTorch, Excel",2,Master
556,Candidate_556,"AWS, Excel, Kubernetes",4,Master
557,Candidate_557,"PowerBI, TensorFlow, NLP, SQL, Machine Learning",10,PhD
558,Candidate_558,"Excel, Python, Deep Learning, JavaScript, Java",11,Bachelor
559,Candidate_559,"Data Analysis, CSS, AWS, Node.js, Spring Boot, PyTorch",1,PhD
560,Candidate_560,"Data Analysis, Docker, React, SQL, Machine Learning",5,Master
561,Candidate_561,"ETL, Python, C++, CI/CD, Deep Learning, HTML",5,Master
562,Candidate_562,"Docker, React, SQL, Deep Learning, DevOps, NLP",3,Bachelor
563,Candidate_563,"JavaScript, NLP, Spring Boot, Excel, PyTorch",1,Master
564,Candidate_564,"Java, ETL, DevOps",10,Master
565,Candidate_565,"Excel, Spring Boot, NLP, Docker, Kubernetes, Data Analysis",9,PhD
566,Candidate_566,"CI/CD, Machine Learning, Excel",2,Master
567,Candidate_567,"C++, CI/CD, CSS",2,Bachelor
568,Candidate_568,"Data Analysis, HTML, Java, Node.js, TensorFlow",7,Master
569,Candidate_569,"CSS, Java, NLP, AWS",7,Master
570,Candidate_570,"JavaScript, Docker, React, DevOps, Python, C++",1,Bachelor
571,Candidate_571,"ETL, Node.js, Excel, AWS, C++",2,Bachelor
572,Candidate_572,"Spring Boot, CI/CD, Java, Excel, JavaScript",10,Master
573,Candidate_573,"Data Analysis, Deep Learning, PowerBI, HTML",8,Master
574,Candidate_574,"ETL, Python, Excel, Machine Learning",4,Bachelor
575,Candidate_575,"DevOps, PowerBI, Data Analysis",6,Bachelor
576,Candidate_576,"C++, Node.js, Excel, CI/CD",8,Bachelor
577,Candidate_577,"PyTorch, CI/CD, HTML",10,PhD
578,Candidate_578,"SQL, Excel, Kubernetes, Node.js, NLP, Java",8,Bachelor
579,Candidate_579,"DevOps, NLP, SQL, CSS, Java",12,Master
580,Candidate_580,"Kubernetes, NLP, React, Docker, C++",4,Bachelor
581,Candidate_581,"CSS, Java, C++",4,PhD
582,Candidate_582,"PyTorch, DevOps, Deep Learning, React",12,Bachelor
583,Candidate_583,"Data Analysis, Machine Learning, TensorFlow, HTML, C++, Deep Learning",3,Bachelor
584,Candidate_584,"SQL, Java, Data Analysis, Machine Learning",2,PhD
585,Candidate_585,"C++, PyTorch, HTML, AWS, Docker",6,Bachelor
586,Candidate_586,"Python, Excel, ETL",6,Master
587,Candidate_587,"Deep Learning, Data Analysis, ETL, Microservices, React",9,Master
588,Candidate_588,"DevOps, Data Analysis, Excel, Java",9,PhD
589,Candidate_589,"HTML, DevOps, Java, AWS",9,PhD
590,Candidate_590,"React, C++, Data Analysis, PowerBI",9,Master
591,Candidate_591,"AWS, DevOps, SQL",12,Bachelor
592,Candidate_592,"SQL, Excel, Microservices",12,Bachelor
593,Candidate_593,"Data Analysis, NLP, Microservices",8,Bachelor
594,Candidate_594,"ETL, Node.js, DevOps",10,Master
595,Candidate_595,"Java, ETL, HTML",2,Master
596,Candidate_596,"CI/CD, CSS, AWS, DevOps, TensorFlow, Python",2,PhD
597,Candidate_597,"C++, Kubernetes, AWS, Machine Learning, HTML, Python",2,Master
598,Candidate_598,"Microservices, CI/CD, AWS, CSS",8,PhD
599,Candidate_599,"Spring Boot, Python, CI/CD",1,Master
600,Candidate_600,"NLP, Docker, AWS, PowerBI, JavaScript",9,PhD
601,Candidate_601,"PowerBI, JavaScript, ETL, PyTorch, DevOps, C++",6,Bachelor
602,Candidate_602,"Python, Docker, JavaScript, Kubernetes",7,PhD
603,Candidate_603,"TensorFlow, Python, AWS",3,Bachelor
604,Candidate_604,"Excel, HTML, Deep Learning, C++",8,Master
605,Candidate_605,"Java, Docker, CSS, Kubernetes, Python, Spring Boot",4,PhD
606,Candidate_606,"Excel, ETL, Python",11,PhD
607,Candidate_607,"Java, ETL, Kubernetes, CSS, Excel, Deep Learning",5,Bachelor
608,Candidate_608,"PyTorch, HTML, Excel, NLP, React, Machine Learning",6,Master
609,Candidate_609,"Node.js, Kubernetes, DevOps, React, Docker, CI/CD",9,PhD
610,Candidate_610,"ETL, Data Analysis, PyTorch, DevOps, CI/CD",11,Master
611,Candidate_611,"PyTorch, Node.js, Java",11,PhD
612,Candidate_612,"PowerBI, Node.js, ETL, Excel",6,PhD
613,Candidate_613,"CI/CD, AWS, Python",12,Bachelor
614,Candidate_614,"HTML, CI/CD, PyTorch",11,Master
615,Candidate_615,"JavaScript, PowerBI, Kubernetes, CSS, Docker, Machine Learning",11,Bachelor
616,Candidate_616,"Node.js, ETL, Docker",11,PhD
617,Candidate_617,"PowerBI, Docker, CSS, Deep Learning, PyTorch",11,Bachelor
618,Candidate_618,"Excel, Node.js, DevOps",11,Master
619,Candidate_619,"Java, DevOps, TensorFlow",3,Master
620,Candidate_620,"Kubernetes, Excel, NLP, PowerBI, Java",12,PhD
621,Candidate_621,"PowerBI, C++, CSS",3,Bachelor
622,Candidate_622,"PowerBI, Python, CSS, C++, JavaScript",7,Bachelor
623,Candidate_623,"Deep Learning, Data Analysis, CI/CD, TensorFlow",6,Master
624,Candidate_624,"ETL, Kubernetes, HTML, Excel, Spring Boot",10,Bachelor
625,Candidate_625,"Docker, JavaScript, Python, ETL, Java",12,Bachelor
626,Candidate_626,"AWS, Machine Learning, Python, Excel",6,PhD
627,Candidate_627,"Python, AWS, Kubernetes, C++",10,PhD
628,Candidate_628,"CSS, Kubernetes, React, Java",6,PhD
629,Candidate_629,"AWS, PyTorch, DevOps, Spring Boot, Node.js, Machine Learning",2,Master
630,Candidate_630,"TensorFlow, Python, React, JavaScript, Deep Learning",3,Master
631,Candidate_631,"Java, React, Excel, C++",1,Master
632,Candidate_632,"PyTorch, CSS, PowerBI, JavaScript, Deep Learning, Data Analysis",3,Master
633,Candidate_633,"Machine Learning, PowerBI, Microservices, PyTorch, Docker",9,Master
634,Candidate_634,"CSS, Node.js, PyTorch, TensorFlow",5,PhD
635,Candidate_635,"HTML, Kubernetes, JavaScript, React, SQL",7,Master
636,Candidate_636,"SQL, Java, Node.js, TensorFlow",11,Master
637,Candidate_637,"C++, Spring Boot, Machine Learning, Node.js",7,Master
638,Candidate_638,"Python, NLP, DevOps, ETL",9,PhD
639,Candidate_639,"Microservices, PyTorch, CSS, Data Analysis, Java, C++",4,Bachelor
640,Candidate_640,"TensorFlow, HTML, AWS",10,Master
641,Candidate_641,"Machine Learning, HTML, Spring Boot, CI/CD, React, Java",5,Master
642,Candidate_642,"ETL, Machine Learning, SQL, Data Analysis",10,Master
643,Candidate_643,"Excel, Node.js, CI/CD",9,PhD
644,Candidate_644,"DevOps, Excel, JavaScript, Java, CSS",8,PhD
645,Candidate_645,"JavaScript, PyTorch, React",2,Master
646,Candidate_646,"PyTorch, Machine Learning, Python, Data Analysis",6,Master
647,Candidate_647,"CSS, Deep Learning, Kubernetes, Spring Boot, Java, Excel",4,PhD
648,Candidate_648,"Kubernetes, Spring Boot, C++, Python, CI/CD",6,Bachelor
649,Candidate_649,"CI/CD, PowerBI, Microservices, Deep Learning",7,Master
650,Candidate_650,"DevOps, JavaScript, Excel, Machine Learning, Data Analysis, CSS",6,PhD
651,Candidate_651,"CI/CD, Docker, JavaScript",11,Bachelor
652,Candidate_652,"Spring Boot, Docker, Java, Machine Learning, TensorFlow, AWS",9,Master
653,Candidate_653,"Python, CI/CD, Spring Boot, JavaScript, DevOps",5,Bachelor
654,Candidate_654,"CSS, CI/CD, Machine Learning",1,Master
655,Candidate_655,"PowerBI, SQL, C++, TensorFlow, Excel, DevOps",1,Master
656,Candidate_656,"Deep Learning, Python, HTML, Excel",8,PhD
657,Candidate_657,"AWS, Microservices, NLP, SQL, TensorFlow, C++",7,Master
658,Candidate_658,"Docker, Data Analysis, HTML, NLP, Machine Learning, C++",7,PhD
659,Candidate_659,"CI/CD, Kubernetes, Deep Learning, Microservices",4,Bachelor
660,Candidate_660,"ETL, Docker, AWS",9,Bachelor
661,Candidate_661,"CSS, ETL, C++, Excel, React, Docker",9,Master
662,Candidate_662,"AWS, Node.js, Docker, Microservices, DevOps",7,Bachelor
663,Candidate_663,"PyTorch, NLP, CSS, Docker, Python",3,Bachelor
664,Candidate_664,"Node.js, HTML, Deep Learning",11,PhD
665,Candidate_665,"ETL, Microservices, NLP, Docker",9,Bachelor
666,Candidate_666,"Excel, C++, SQL",2,Bachelor
667,Candidate_667,"CI/CD, CSS, Spring Boot, DevOps, Docker",4,PhD
668,Candidate_668,"PyTorch, PowerBI, Python, Docker",2,Bachelor
669,Candidate_669,"JavaScript, DevOps, Excel, Node.js, Docker, Microservices",6,Master
670,Candidate_670,"SQL, Data Analysis, ETL, C++, JavaScript",7,Master
671,Candidate_671,"ETL, SQL, Spring Boot, C++",2,PhD
672,Candidate_672,"JavaScript, CI/CD, SQL, C++, Spring Boot",6,Bachelor
673,Candidate_673,"Excel, React, Kubernetes, Docker, C++",4,Bachelor
674,Candidate_674,"ETL, React, Docker, Kubernetes",6,Bachelor
675,Candidate_675,"TensorFlow, Excel, Spring Boot",11,Bachelor
676,Candidate_676,"ETL, AWS, Data Analysis, Kubernetes",11,Bachelor
677,Candidate_677,"Deep Learning, HTML, TensorFlow, React",2,Master
678,Candidate_678,"Docker, TensorFlow, Java",4,Bachelor
679,Candidate_679,"Python, Machine Learning, PowerBI, Excel, Docker, Spring Boot",3,Master
680,Candidate_680,"Node.js, PowerBI, C++",9,Master
681,Candidate_681,"PyTorch, Python, JavaScript, ETL, Docker",8,Bachelor
682,Candidate_682,"Python, Node.js, Data Analysis, CSS",4,Bachelor
683,Candidate_683,"Java, JavaScript, PyTorch, Spring Boot",11,Master
684,Candidate_684,"DevOps, PyTorch, SQL, HTML",9,Master
685,Candidate_685,"ETL, Node.js, CSS, Excel, Java",12,Bachelor
686,Candidate_686,"Machine Learning, Data Analysis, Deep Learning",9,Master
687,Candidate_687,"Microservices, CI/CD, Node.js, PowerBI, ETL",2,PhD
688,Candidate_688,"Excel, NLP, Spring Boot, AWS, Docker",12,Bachelor
689,Candidate_689,"Python, Deep Learning, NLP, SQL",11,Master
690,Candidate_690,"C++, Java, Excel, PowerBI",1,Bachelor
691,Candidate_691,"HTML, Microservices, Java, TensorFlow, Data Analysis, CI/CD",10,PhD
692,Candidate_692,"TensorFlow, CSS, DevOps, C++, Python, Data Analysis",8,Bachelor
693,Candidate_693,"Machine Learning, PyTorch, SQL, Deep Learning, Python",9,Bachelor
694,Candidate_694,"CSS, Node.js, JavaScript",2,PhD
695,Candidate_695,"React, CI/CD, PyTorch, DevOps, Spring Boot",10,Master
696,Candidate_696,"PyTorch, Deep Learning, SQL, Data Analysis, C++, DevOps",7,Master
697,Candidate_697,"ETL, Node.js, Machine Learning, HTML",7,Bachelor
698,Candidate_698,"React, Kubernetes, Data Analysis, DevOps, Machine Learning",6,Master
699,Candidate_699,"Node.js, Microservices, CI/CD",8,Bachelor
700,Candidate_700,"Data Analysis, SQL, Machine Learning",8,Master
701,Candidate_701,"C++, JavaScript, Deep Learning, Microservices, HTML",1,Bachelor
702,Candidate_702,"Data Analysis, DevOps, PowerBI, Docker, Excel, TensorFlow",2,Master
703,Candidate_703,"Excel, DevOps, Node.js, Microservices, ETL, Kubernetes",7,PhD
704,Candidate_704,"SQL, Microservices, TensorFlow, ETL, JavaScript",12,PhD
705,Candidate_705,"ETL, Node.js, Excel, HTML, Python, Data Analysis",9,Master
706,Candidate_706,"Node.js, CI/CD, ETL, Python, Excel, JavaScript",12,Master
707,Candidate_707,"AWS, PowerBI, Excel",4,Master
708,Candidate_708,"Deep Learning, PowerBI, Kubernetes, SQL, Java",9,Bachelor
709,Candidate_709,"NLP, Docker, Node.js, Java",11,Master
710,Candidate_710,"HTML, Java, AWS, TensorFlow, Spring Boot, DevOps",2,Master
711,Candidate_711,"PowerBI, Docker, CI/CD, Deep Learning",7,Bachelor
712,Candidate_712,"CI/CD, Excel, Docker, DevOps, C++, Machine Learning",7,Bachelor
713,Candidate_713,"Excel, TensorFlow, PowerBI, SQL, Data Analysis, Python",10,Master
714,Candidate_714,"C++, Microservices, Deep Learning, Java",8,Master
715,Candidate_715,"C++, Spring Boot, AWS, SQL, NLP, PyTorch",10,PhD
716,Candidate_716,"Machine Learning, CI/CD, Excel, SQL, PowerBI",4,Bachelor
717,Candidate_717,"Deep Learning, JavaScript, SQL, TensorFlow, Python",12,PhD
718,Candidate_718,"HTML, Node.js, Spring Boot, PowerBI, CI/CD",6,PhD
719,Candidate_719,"DevOps, TensorFlow, SQL, CSS, Deep Learning",5,Master
720,Candidate_720,"ETL, SQL, JavaScript, Python, Docker, AWS",10,Bachelor
721,Candidate_721,"DevOps, Data Analysis, AWS, Java, React, TensorFlow",10,Master
722,Candidate_722,"Kubernetes, Spring Boot, ETL, CSS, Docker, PowerBI",7,Bachelor
723,Candidate_723,"Spring Boot, Microservices, Docker, Data Analysis, TensorFlow, HTML",2,Bachelor
724,Candidate_724,"PowerBI, CSS, PyTorch, SQL",7,PhD
725,Candidate_725,"Java, Deep Learning, Kubernetes, Microservices, Spring Boot, AWS",4,PhD
726,Candidate_726,"Kubernetes, PowerBI, C++, AWS",2,Bachelor
